Restaurant Name,City,Address,Longitude,Latitude,Rating text
Haribhavanam Hotel,Coimbatore,"2, Bharathi Colony, Peelamedu, Coimbatore",76.995667,11.022477,Good
Kites Cafe,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",77.015393,11.025083,Good
Zucca Pizzeria,Coimbatore,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",77.00700302,11.02483917,Good
Burger Ka Baap,Coimbatore,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",76.99959444,11.02216944,Very Good
The Cascade Restaurant,Coimbatore,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",76.99501667,11.02127778,Very Good
24 Plus Cafe & Restaurant,Coimbatore,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",76.971082,10.96185,Good
Valarmathi Kongunaatu Samayal,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",76.976268,11.001852,Excellent
Bird On Tree,Coimbatore,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",76.98431119,11.00863836,Good
Tim's Bistro,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",76.9754397,11.0030085,Good
Batlivala & Khanabhoy,Coimbatore,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",76.98624135,11.00175265,Very Good
Cafe Totaram,Coimbatore,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",76.98187642,11.00076241,Very Good
Cream Centre,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",76.97649444,11.00366944,Very Good
On The Go,Coimbatore,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore",76.975525,11.00368056,Very Good
Sree Annapoorna,Coimbatore,"75, East Arokiasamy Road, RS Puram, Coimbatore",76.95173611,11.00668611,Very Good
That's Y Food,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",76.95295,11.010375,Very Good
CakeBee,Coimbatore,"6/1, SRP Nagar, Saibaba Colony, Coimbatore",76.94465239,11.02611735,Excellent
Yari,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",76.940432,11.02091,Very Good
Cream Stone,Coimbatore,"Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore",76.9983492,11.02229761,Very Good
Barbeque Nation,Coimbatore,"6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",76.96330278,10.99413611,Very Good
The Punjabi Essence Restaurant,Dehradun,"27 B, Near Premier Plaza, Rajpur Road, Chukkuwala, Dehradun",0,0,Good
Tirupati Restaurant,Dehradun,"27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun",0,0,Good
Anandam,Dehradun,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",78.053162,30.335259,Good
Town Table Restaurant,Dehradun,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",78.060221,30.340722,Good
Kalsang Friends Corner,Dehradun,"88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",78.062543,30.346994,Very Good
The Great Indian Pub,Dehradun,"138/345, Rajpur Road, Jakhan, Dehradun",78.06802238,30.36128079,Excellent
BMG - All Day Dining,Dehradun,"140 A, Rajpur Road, Jakhan, Dehradun",78.06888981,30.36268594,Very Good
Punjab Grill,Dehradun,"Rajpur Road, Jakhan, Dehradun",78.067079,30.359722,Very Good
TBistro,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",78.054222,30.332735,Good
Y Cafe & Restaurant,Dehradun,"Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",78.049117,30.328174,Very Good
Eddie's Patisserie,Dehradun,"102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun",0,0,Very Good
First Gear Cafe,Dehradun,"Khala Gaon, Near Shiv Mandir, Malsi, Dehradun",0,0,Good
Dunkin Donuts,Dehradun,"UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun",78.070453,30.366322,Good
Doon Darbar,Dehradun,"43, Gandhi Road, Paltan Bazaar, Dehradun",78.04026667,30.31952778,Good
Razzmatazz,Dehradun,"5, Pritam Road, Dalanwala, Near Race Course, Dehradun",0,0,Good
Barbeque Nation,Dehradun,"Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",78.061187,30.3425093,Very Good
Black Pepper Restaurant,Dehradun,"3, Astley Hall, Rajpur Road, Rajpur, Dehradun",78.046106,30.327968,Very Good
Cafe Marigold,Dehradun,"Near Shehanshahi Ashram, Old Mussorie Road, Rajpur, Dehradun",0,0,Very Good
Jalapenos,Dehradun,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",78.07715102,30.37220198,Very Good
Kalsang AMA Cafe,Dehradun,"88, Opposite Osho, Chander Lok Colony, Rajpur Road, Rajpur, Dehradun",0,0,Very Good
Desire Foods,Faridabad,"G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad",77.3066401,28.4900591,Average
Knight Rock,Faridabad,"11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad",77.304776,28.4901567,Average
Punjab Restaurant,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",77.305563,28.4901368,Average
Raju Dhaba,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",77.3061016,28.4900979,Average
Rakheja Bakery,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",77.3057446,28.490062,Average
Snax Points,Faridabad,"A-68/5, Near Mehra Petrol Pump, Main Tajpur Road, Badarpur Border, Faridabad",77.3053835,28.4901198,Average
Aggarwal Sweet Corner,Faridabad,"Badarpur Border Chowk Post, Badarpur Border, Faridabad",77.30274167,28.49629167,Not rated
Kashyap Vaishno Dhaba,Faridabad,"Near Seble Cinema, Dharamveer Market, Badarpur Border, Faridabad",77.303542,28.4959154,Not rated
Total Food Court,Faridabad,"B-222, Shishram Complex, Main Market, Badarpur Border, Faridabad",0,0,Not rated
The Chaiwalas,Faridabad,"Sector 21 A, Asian Hospital, Badhkal Chowk, Badkal Lake, Faridabad",77.3000877,28.4262842,Not rated
Cafe And More,Faridabad,"UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad",77.2905651,28.4946638,Average
Green Chick Chop,Faridabad,"UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village, Faridabad",77.2905276,28.4946804,Average
Kolkata Hot Kathi Rolls,Faridabad,"Deepak Complex, Near Eros Garden, Charmwood Village, Faridabad",77.2918292,28.4922473,Average
Aapki Rasoi,Faridabad,"HR-227, 60 Feet Road, Pul Pehlad Pur, Charmwood Village, Faridabad",77.2918292,28.4990636,Not rated
Fusion Food Corner,Faridabad,"158/7, Opposite DDA Flat, Pul Pehlad Pur, Charmwood Village, Faridabad",0,0,Not rated
Punjabi Rasoi,Faridabad,"1, Deepak Complex, Eros Charmwood Village, Faridabad",77.292431,28.4923251,Not rated
Kebab Xpress,Faridabad,"Shop 23-24, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4698631,Average
McDonald's,Faridabad,"12/7, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4695043,Average
Suruchi,Faridabad,"29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4701322,Average
Berco's,Faridabad,"Shop R-2, 3rd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3072684,28.4700256,Good
Dunkin' Donuts,Faridabad,"3, 2nd Floor, Crown Interiorz Mall, Near Toll Bridge, Sector 35, Faridabad",77.3074031,28.4693655,Good
The Chocolate Room,Faridabad,"10, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Good
Baskin Robbin,Faridabad,"Ground Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.469594,Not rated
Popcorn Fusion,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Not rated
Subway,Faridabad,"SF 25, 2nd Floor, Sector 35, Faridabad",77.3074928,28.4700019,Not rated
KFC,Faridabad,"Shops 21-22, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.30706006,28.46980656,Poor
Barbeque Nation,Faridabad,"2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3073785,28.4698629,Very Good
Yo! China,Faridabad,"S-2, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Very Good
Giani's,Faridabad,"Food Court, Crown Plaza Mall, Sector 15-A,  Near, Sector 15, Faridabad",77.3130127,28.3980691,Average
Momo-Cha,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3130127,28.3979794,Average
Shree Rathnam,Faridabad,"LG-28, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad",77.3128332,28.397424,Average
Mirage Restro Bar,Faridabad,"2nd Floor, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad",77.3131025,28.3978083,Poor
Jai Jagannath Hotel,Faridabad,"E 51, Shiv Durga Vihar, Dayal Bagh, Faridabad",77.294319,28.4937692,Not rated
Gelato Vinto,Faridabad,"40 GF, Eldeco Station 1 Mall, Sector 12, Faridabad",77.3139102,28.3868454,Average
Maggi Point,Faridabad,"F-46 A, 1st Floor, Eldeco Mall, Sector 12, Faridabad",77.3140449,28.3869029,Not rated
Angaar,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad",77.3056977,28.4719854,Not rated
TcozY,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad",77.3066401,28.4722089,Not rated
The Retriever,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad",77.3062507,28.4723428,Not rated
Bangali Sweets & Restaurant,Faridabad,"6, Plot 17, New DLF, Indraprastha Colony, Faridabad",77.3153578,28.4534629,Not rated
Silver,Faridabad,"K Hotel, Plot 2, Behind Pristine Mall, Sector 31, Faridabad",77.316429,28.446715,Not rated
Chill 'N Grill,Faridabad,"3C-188, Opposite Bharat Optical, NIT, Faridabad",77.2900667,28.3954463,Not rated
Punjabi Restaurant,Faridabad,"3F/49, Sainik Colony Road, NIT, Faridabad",77.2874809,28.3939512,Not rated
Standard Chicken Point,Faridabad,"3F/90, Sainik Colony Road, NIT Faridabad",77.2875524,28.3940171,Not rated
The Grillz & Gravy,Faridabad,"3G/1, NIT, Faridabad",77.2922781,28.3982684,Not rated
Cakes 'n Bakes - Park Plaza,Faridabad,"Park Plaza, Sector 21 C, Sector 21, Faridabad",77.2969459,28.4292178,Average
Cafe Bite,Faridabad,"UGF 35, Parsvanath City Mall, Sector 12, Faridabad",77.3144487,28.383665,Average
Cafe Light,Faridabad,"Shop 38, Upper Ground Floor, Parsvnath City Mall, Sector 12, Faridabad",77.3144877,28.3837046,Average
Little Cafe,Faridabad,"Shop 32, Upper Ground Floor, Parsvnath City Mall, Sector 12, Faridabad",77.3145373,28.3836738,Not rated
Momo-Cha,Faridabad,"J-121, Near Lean Wolf Gym, Sector 10, Faridabad",77.3291609,28.3754863,Average
Oregano India,Faridabad,"Shop 2661, Sector 7-10 Market, YMCA Road, Sector 10, Faridabad",77.3266079,28.3689797,Average
Sagar Bakery,Faridabad,"938, 7-10 Chowk, YMCA Road, Sector 10, Faridabad",77.3270132,28.3692291,Average
Smugglers,Faridabad,"Near Big Bus, Sector 9-10 Road, Sector 10, Faridabad",77.329628,28.3702087,Average
Welcome,Faridabad,"J140, Sector 10, Faridabad",77.3288978,28.3777541,Average
Giani's,Faridabad,"Sector 10, Faridabad",77.3270132,28.3692291,Not rated
Invitation,Faridabad,"Invitation Inn Banquet & Rooms, DLF Sector 10, Faridabad",0,0,Not rated
New Dilight,Faridabad,"H - 147, Sector 10, Faridabad",77.3295018,28.3730138,Not rated
Chimney,Faridabad,"SCF 9, Near Bank of India, Sector 11, Faridabad",77.319026,28.3725172,Average
Chopstick,Faridabad,"Booth 15, Sector 11, Faridabad",77.3185858,28.371835,Average
Hot & Tasty Chinese Food,Faridabad,"18, DLF Market, Sector 11, Faridabad",77.3184832,28.3719511,Average
Sanjha Chulha,Faridabad,"Plot 1-A, Sector 11-D, Sector 11, Faridabad",77.32157,28.3692881,Average
Frontier,Faridabad,"Ground Floor, Parsvnath CIty Mall, Sector 12, Faridabad",77.31429167,28.38339444,Average
Oxy Lounge,Faridabad,"Town Park, Opposite District Court, Sector 12, Faridabad",77.3244365,28.384502,Average
City Dhaba,Faridabad,"11-12 Dividing Road, Sector 12, Faridabad",77.3144456,28.3811924,Not rated
Garam Masala,Faridabad,"Plot 6, Bata Chowk, BIryaniwali Gali, Sector 12, Faridabad",0,0,Not rated
Mittal Fast Food,Faridabad,"10, Town Park, Sector 12, Faridabad",77.32425,28.38471389,Not rated
Al Bake,Faridabad,"SCF 58, Ground Floor, Sector 15, Faridabad",77.3229299,28.395009,Average
Anupam Sweet,Faridabad,"SCF 74, Sector 15 Market, Sector 15, Faridabad",77.3222568,28.3949008,Average
Cafe Coffee Day,Faridabad,"SCF 42, Shopping Centre, Main Huda Market, Sector 15, Faridabad",77.3236112,28.3952671,Average
Chicago Pizza,Faridabad,"Booth Number 135, Main Market, Sector 15, Faridabad",77.3217184,28.3950296,Average
Crispy Crust,Faridabad,"Shop 19, HUDA Market, Opposite Mother Dairy, Sector 15, Faridabad",77.3241683,28.3950992,Average
Frontier,Faridabad,"SCO 46, Main Market, Sector 15, Faridabad",77.3235114,28.3951274,Average
Gulab,Faridabad,"Shop 33, Main Market, Sector 15, Faridabad",77.3239437,28.3952906,Average
Hunger Cure Express,Faridabad,"HUDA Market, Sector 15, Faridabad",77.3217312,28.3946937,Average
Maitre Patissier,Faridabad,"697, Sector 15, Faridabad",0,0,Average
Momo-Cha,Faridabad,"87, Near City Chemist, Sector 15, Faridabad",77.3224363,28.3951869,Average
Nirula's,Faridabad,"135, Lower Ground Floor, HUDA Market, Sector 15, Faridabad",77.292179,28.452631,Average
The Grub House,Faridabad,"SCF 55, Main Market, Sector 15, Faridabad",77.323244,28.3950834,Average
Twenty Four Seven,Faridabad,"A-45/49, Sector 15, Faridabad",77.3234608,28.3950913,Average
Cafe Parmesan,Faridabad,"42, 1st Floor, HUDA Market, Sector 15, Faridabad",77.3236479,28.3950766,Excellent
Briosca,Faridabad,"Shop 45, Main Market, Sector 15, Faridabad",77.3234235,28.3952798,Good
Burger Point,Faridabad,"Shop 105, Sector 15, Faridabad",77.3220773,28.3949736,Good
Cafe Grub Up,Faridabad,"SCF 43, 2nd Floor, Main Market, Sector 15, Faridabad",77.3235233,28.395196,Good
Cakes At Bhawanas,Faridabad,"418, 1st Floor, Sector 15, Faridabad",77.317231,28.393261,Good
Chaudhary Bhojnalaya,Faridabad,"HUDA Market, Sector 15, Faridabad",77.3240517,28.3953389,Good
Chickenette,Faridabad,"11 & 12, Main Market, Sector 15, Faridabad",77.3244107,28.3951035,Good
Giani,Faridabad,"125, Near Gurudwara, Sector 15, Faridabad",77.3216428,28.3951385,Good
Green Chick Chop,Faridabad,"135, Main Market, Sector 15, Faridabad",77.3244107,28.3951932,Good
Hash Stix,Faridabad,"Shop 160, Sector 15, Faridabad",77.32343964,28.39483205,Good
Juice On Go,Faridabad,"SCF 46-50, 1st Floor, Fitstop Gym, Main Market, Sector 15, Faridabad",77.32328642,28.39527358,Good
Keventers,Faridabad,"Booth 125-P, Ground Floor, Huda Market, Sector 15, Faridabad",77.3218081,28.3947688,Good
MD's Kebabs & Curries,Faridabad,"Shop 18, Opposite Mother Dairy, Sector 15 Market, Sector 15, Faridabad",77.3244107,28.395283,Good
Perfect Bake,Faridabad,"DSS-48, Huda Market, Sector 15, Faridabad",77.29659833,28.43002333,Good
Perfect Bake,Faridabad,"SCF 40, Main Market, Sector 15, Faridabad",77.3231543,28.3952545,Good
Sethi's Delicacy,Faridabad,"9 & 10, Main Market, Sector 15, Faridabad",77.3244651,28.3950376,Good
Subway,Faridabad,"SCF 78, HUDA Market, Sector 15, Faridabad",77.3219427,28.3948264,Good
CafÌ© Bogchi,Faridabad,"SCF 39, First Floor, Above Axis Bank, Sector 15, Faridabad",77.32380275,28.39572041,Very Good
Ashoka Restaurant,Faridabad,"Main Market, Sector 16, Faridabad",77.3203273,28.4104693,Average
Baskin Robbins,Faridabad,"Shop 60, Near Sagar Cinema, Sector 16, Faridabad",77.3201927,28.4107707,Average
China Hot Pot,Faridabad,"Shop 147, HUDA Market, Sector 16, Faridabad",77.3192063,28.4106963,Average
Handi Chhadeyan Di,Faridabad,"Shop 138, HUDA Market, Near HDFC Bank, Sector 16, Faridabad",77.3185323,28.4106593,Average
Hungrill,Faridabad,"Booth 110, HUDA Market, Near ICICI Bank, Sector 16, Faridabad",77.3190765,28.4108198,Average
Kant Khana Khazana,Faridabad,"135, Huda Market, Sector 16, Faridabad",77.318667,28.4106772,Average
Open Yard,Faridabad,"SCO 22-23, Main Market, Sector 16, Faridabad",77.3199015,28.4095652,Average
Recipe Badshah,Faridabad,"Shop 98, Sabzi Mandi, Sector 16, Faridabad",0,0,Average
The Chai Cafe,Faridabad,"Shop 123, HUDA Market, Sector 16, Faridabad",77.3185772,28.4108878,Average
Apna Restaurant,Faridabad,"Booth 146, HUDA Market, Sector 16, Faridabad",77.3190262,28.4105451,Not rated
Chaudhary Chaap & Chinese,Faridabad,"Shop 137, Huda Market, Sector 16, Faridabad",77.3187017,28.4106649,Not rated
Chings Chinese,Faridabad,"Near Gold Gym, Behind Petro Pump Sector 16, Faridabad",77.3200132,28.4118307,Not rated
Food On Wheels,Faridabad,"Near Gold Gym, Behind Petrol Pump, Sector 16, Faridabad",77.3202824,28.4120355,Not rated
Gulshan Hotel,Faridabad,"Booth 2, Main Huda Market, Sector 16, Faridabad",77.3203273,28.4104693,Not rated
Maa Kali Foods,Faridabad,"SCO 35, HUDA Market, Sector 16, Faridabad",77.3196991,28.4104999,Not rated
The Street Kitchen,Faridabad,"Shop 139, Main HUDA Market, Sector 16, Faridabad",77.3185772,28.4107084,Not rated
United Kitchen,Faridabad,"2nd Floor, SCO 95, HUDA Market, Sector 16, Faridabad",77.3189708,28.4120254,Not rated
Eat N Treat,Faridabad,"145, Main Market, Sector 17, Faridabad",77.3266023,28.4101024,Average
Hotel Ekant,Faridabad,"12 - 14, Sector 17, Faridabad",77.329167,28.4101795,Average
Momo-Cha,Faridabad,"31, Near HDFC Bank ATM, Sector 17 Market, Sector 17, Faridabad",77.3288978,28.4106029,Average
Paradise Inn,Faridabad,"124, Near OBC Bank, Sector 17 Market, Faridabad, Sector 17, Faridabad",77.3275764,28.4103725,Average
Red Chilli,Faridabad,"Shop 140, Back Side, Main Market, Sector 17, Faridabad",77.326744,28.4099515,Average
Shiv Restaurant,Faridabad,"122 & 123, HUDA Market, Sector 17, Faridabad",77.3278324,28.4101647,Average
Sohan Sweets & Namkeen,Faridabad,"115 & 116, Sector 17, Faridabad",77.3279106,28.4103306,Average
The Binge Box Cafe,Faridabad,"1st  Floor, 110, HUDA Market, Sector 17, Faridabad",77.3279106,28.4105998,Average
Tmos Moving Feast,Faridabad,"156, Main Market, Sector 17, Faridabad",77.32609671,28.4101156,Average
Tmos Cafe Corner,Faridabad,"Shop 164, Huda Market, Sector 17, Faridabad",77.326227,28.409801,Not rated
Parkash Dhaba,Faridabad,"Shop 32, HUDA Market, Sector 19, Faridabad",77.3138205,28.417529,Average
Sanjha Chulha,Faridabad,"Booth 16, Part 2 Market, Sector 19, Faridabad",77.3144487,28.4175882,Average
Hareram Bikanerzaika,Faridabad,"77 & 78, HUDA Market, Opposite Community Centre, Sector 21 C, Near Sector 21, Faridabad",77.2969594,28.4304159,Average
Kulcha Paaji,Faridabad,"Opposite 21-C Market, Sector 21, Faridabad",77.2967664,28.4317132,Average
Shree Bikaner Misthan Bhandar,Faridabad,"DSS 44, Sector 21, Faridabad",77.2964432,28.4301217,Average
"The Hub - Gourmet, Bakers & More",Faridabad,"Asian Institute of Medical Sciences, Badkal Flyover, Sector 21 A, Sector 21, Faridabad",0,0,Average
Anand Dhaba,Faridabad,"DSS-38, Sector 21C Market, Sector 21, Faridabad",77.2963379,28.4298355,Not rated
Bikaneri Sweets & Restaurant,Faridabad,"Ankhir Road, Near Union Bank, Opposite Sector 21-D, Sector 21, Faridabad",0,0,Not rated
Delicieux Ice Cream Rolls,Faridabad,"Shop 73, Main Market, Sector 21 C, Sector 21, Faridabad",77.2969354,28.4300562,Not rated
Flying Tandoor,Faridabad,"Shop 57, Sector 21D Market, Sector 21, Faridabad",77.291919,28.4221037,Not rated
Food Station,Faridabad,"G-5, Post Office Gali, Indra Enclave, Sector 21-D, Sector 21, Faridabad",0,0,Not rated
Grub Hub,Faridabad,"Shop 11, HUDA Main Market, Behind Park Plaza Hotel, Sector 21-C, Sector 21, Faridabad",77.2964494,28.4296999,Not rated
Punjabi Chulha,Faridabad,"Shop 16, Sector 21C, Sector 21, Faridabad",77.2965369,28.4298396,Not rated
Purani Dilli Da Swad,Faridabad,"Shop 52, Sector 21C Market, Sector 21, Faridabad",77.2966226,28.4301909,Not rated
The BBQ Garden,Faridabad,"Plot 1, Sector 21, Faridabad",0,0,Not rated
The Chaiwalas,Faridabad,"Asian Institute of Medical Sciences, Near Badhkal Road, Sector 21, Faridabad",77.3002223,28.4263417,Not rated
Funk House Cafe,Faridabad,"Plot 2347, Near Sector 28 Metro Station, Sector 28, Faridabad",77.31297973,28.43892133,Average
Shiksha Fast Food,Faridabad,"13, Near Water Tank, HUDA Market, Sector 28, Faridabad",77.315069,28.4353341,Average
Hungry Head,Faridabad,"Near Reliance Fresh, Huda Market, Sector 28, Faridabad",77.3150688,28.4353375,Not rated
Tandoori Hut,Faridabad,"Shop 77-78, Near Balaji Sweets, Main Huda Market Sector 28, Faridabad",0,0,Not rated
Lalit Kathi Rolls Momos,Faridabad,"Main HUDA Market, Sector 29, Faridabad",77.3211256,28.4334516,Average
Tamasha In Tafree,Faridabad,"2nd Floor, Main HUDA Market, Sector 29, Faridabad",77.3212535,28.4334249,Not rated
Oh My!,Faridabad,"Shop 45, Ground floor, SLF MALL, IP Colony, Sector 30, Faridabad",0,0,Not rated
Butter & Grace,Faridabad,"14/5, SRS Tower, Ground Floor, Sector 31, Faridabad",77.309147,28.446933,Average
Green Chick Chop,Faridabad,"DSS 24, Shopping Centre, Sector 31, Faridabad",77.317127,28.4465451,Average
Snacks Bar,Faridabad,"Near Pristine Mall, Sector 31, Faridabad",77.315795,28.4452616,Average
Ahata,Faridabad,"Huda Market, Sector 31, Faridabad",77.31723889,28.44589444,Not rated
Fritrolla,Faridabad,"Choudhary Hetram Complex, 30-31 Dividing Road, Sector 31, Faridabad",0,0,Not rated
KitchenYard,Faridabad,"13/6, Mathura Road, SSR Cooperate Park, Opp NHPC Chowk Metro Station, Sector 31, Faridabad",0,0,Not rated
Meghansh Bakery,Faridabad,"DSS-28, Sector 31, Faridabad",77.3170515,28.4466361,Not rated
Oh My !,Faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",77.3159508,28.4549967,Not rated
The Dark Hour - Kitchen,Faridabad,"Block 7, Spring Fields Colony, Sector 31, Faridabad",0,0,Not rated
Anupama Sweets & Family Restaurant,Faridabad,"SCF 3, Ashoka Enclave Part 1, Near Kanishka Tower, Sector 34, Faridabad",77.3149118,28.4718644,Average
Shree Rathnam,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 34, Faridabad",77.3107195,28.471413,Average
Bikaner Misthan Bhandar,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",77.3108138,28.471302,Not rated
King's Kitchen,Faridabad,"SCF-1, Shop 5, Ashoka Enclave Main, Sector 35, Faridabad",77.3108138,28.471302,Not rated
Muradabadi Chicken Biryani Corner,Faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",77.3060306,28.4749127,Not rated
The Black Kettle,Faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",77.3105616,28.4711559,Not rated
Desi Tadka,Faridabad,"Shop 1, Devi Sahai Market, Sector 37, Faridabad",77.30693936,28.48429689,Average
Destination Live,Faridabad,"Shop 5, 12/2, Sector 37, Faridabad",77.3062811,28.4807864,Average
Kay's Bake Land,Faridabad,"14, Huda Market, Sector 37, Faridabad",77.3116575,28.480381,Average
Kay's Food Land,Faridabad,"129, HUDA Shopping Centre, Sector 37, Faridabad",77.3104099,28.4805482,Average
Laziz Restaurant,Faridabad,"Shop 14, Devi Sahai Market, Sector 37, Faridabad",77.30677778,28.48426667,Average
Le Chef Restro Bar,Faridabad,"SCF 146/37, HUDA Complex, Delhi Badarpur Border, Near Main Mathura Road, Sector 37, Faridabad",77.3104996,28.480467,Average
Republic of Chicken,Faridabad,"106, Huda Market, Sector 37, Faridabad",77.3107689,28.4805821,Average
Tanishka Restaurant & Caterers,Faridabad,"Shop 44, Huda Market, Sector 37, Faridabad",77.3113972,28.4805517,Average
The Tandoori Times,Faridabad,"22, HUDA Market, Main Road, Sector 37, Faridabad",77.3115506,28.4804188,Average
Twist of Italy,Faridabad,"92, HUDA Market, Sector 37, Faridabad",77.3109543,28.4807634,Good
Aggarwal Sweets And Caterers,Faridabad,"Anangpur Dairy, Devi Sahay Market, Near, Sector 37, Faridabad",77.3066403,28.48420819,Not rated
Biryani Bot,Faridabad,"HUDA Market, Sector 37, Faridabad",77.311746,28.4805778,Not rated
CafÌ© Kitchen,Faridabad,"Shop 65, HUDA Market, Sector 37, Faridabad",77.3114869,28.4808293,Not rated
Evergreen Sweets & Restaurant,Faridabad,"SCF 147, hUDA Market, Sector 37, Faridabad",77.3106046,28.4803991,Not rated
Magic Spice Wok,Faridabad,"Shop 53, HUDA Market, Sector 37, Faridabad",77.3113363,28.4806939,Not rated
Magical Momos,Faridabad,"Huda Market, Sector 37, Faridabad",77.3104099,28.4806379,Not rated
Sam's Bake Shop,Faridabad,"Shop 121, HUDA Market, Sector 37, Faridabad",77.3103201,28.4808985,Not rated
Shri Bikaner Misthan Bhandar,Faridabad,"Sher Shah Suri Road Rajaram Market, Sector 37, Faridabad",77.3092797,28.4773757,Not rated
Tasty Dhaba Family Restaurant,Faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",77.3060567,28.474531,Not rated
U & I,Faridabad,"Shop 15, Main Road, Sector 37, Faridabad",77.3056065,28.4807304,Not rated
Cravings,Faridabad,"Shop 6, SCO C-3166, Lower Ground Floor, Pujara Complex, Green Fields Colony, Sector 41, Faridabad",77.28759091,28.46626355,Average
Evergreen Tandoori Night,Faridabad,"C-3548, Basement, Greenfield, Sector 41, Faridabad",77.28919957,28.46191014,Not rated
Prelibato,Faridabad,"3176, C Block Market, Green Field Colony, Sector 41, Faridabad",0,0,Not rated
Aravali Owls,Faridabad,"B-263, Green Field Colony, Sector 42, Faridabad",0,0,Not rated
Chicken Inn Family Meat Shop,Faridabad,"B-204, Green Field Colony, Sector 42, Faridabad",77.30027778,28.46118611,Not rated
Mother's Kitchen,Faridabad,"B-1212, Ground Floor, Front Side, Green Fields Colony, Main Road, Sector 42, Faridabad",0,0,Not rated
